"","location","TIME","year","quarter","left","execrlc","govfrac","yrcurnt","surprise_election","is_election_date"
"1564","SWE",1990,1990,"Q1",1,3,0.191773,1.5,0,0
"1565","SWE",1990.25,1990,"Q2",1,3,0.191773,1.25,0,0
"1566","SWE",1990.5,1990,"Q3",1,3,0.191773,1,0,0
"1567","SWE",1990.75,1990,"Q4",1,3,0.191773,0.75,0,0
"1568","SWE",1991,1991,"Q1",1,3,0.191773,0.5,0,0
"1569","SWE",1991.25,1991,"Q2",1,3,0.191773,0.25,0,0
"1570","SWE",1991.5,1991,"Q3",0,1,0.210324,3,0,1
"1571","SWE",1991.75,1991,"Q4",0,1,0.210324,2.75,0,0
"1572","SWE",1992,1992,"Q1",0,1,0.210324,2.5,0,0
"1573","SWE",1992.25,1992,"Q2",0,1,0.210324,2.25,0,0
"1574","SWE",1992.5,1992,"Q3",0,1,0.210324,2,0,0
"1575","SWE",1992.75,1992,"Q4",0,1,0.210324,1.75,0,0
"1576","SWE",1993,1993,"Q1",0,1,0.210324,1.5,0,0
"1577","SWE",1993.25,1993,"Q2",0,1,0.210324,1.25,0,0
"1578","SWE",1993.5,1993,"Q3",0,1,0.210324,1,0,0
"1579","SWE",1993.75,1993,"Q4",0,1,0.210324,0.75,0,0
"1580","SWE",1994,1994,"Q1",0,1,0.210324,0.5,0,0
"1581","SWE",1994.25,1994,"Q2",0,1,0.210324,0.25,0,0
"1582","SWE",1994.5,1994,"Q3",1,3,0.68827,4,0,1
"1583","SWE",1994.75,1994,"Q4",1,3,0.68827,3.75,0,0
"1584","SWE",1995,1995,"Q1",1,3,0.68827,3.5,0,0
"1585","SWE",1995.25,1995,"Q2",1,3,0.68827,3.25,0,0
"1586","SWE",1995.5,1995,"Q3",1,3,0.68827,3,0,0
"1587","SWE",1995.75,1995,"Q4",1,3,0.68827,2.75,0,0
"1588","SWE",1996,1996,"Q1",1,3,0.68827,2.5,0,0
"1589","SWE",1996.25,1996,"Q2",1,3,0.68827,2.25,0,0
"1590","SWE",1996.5,1996,"Q3",1,3,0.68827,2,0,0
"1591","SWE",1996.75,1996,"Q4",1,3,0.68827,1.75,0,0
"1592","SWE",1997,1997,"Q1",1,3,0.68827,1.5,0,0
"1593","SWE",1997.25,1997,"Q2",1,3,0.68827,1.25,0,0
"1594","SWE",1997.5,1997,"Q3",1,3,0.68827,1,0,0
"1595","SWE",1997.75,1997,"Q4",1,3,0.68827,0.75,0,0
"1596","SWE",1998,1998,"Q1",1,3,0.68827,0.5,0,0
"1597","SWE",1998.25,1998,"Q2",1,3,0.68827,0.25,0,0
"1598","SWE",1998.5,1998,"Q3",1,3,0,4,0,1
"1599","SWE",1998.75,1998,"Q4",1,3,0,3.75,0,0
"1600","SWE",1999,1999,"Q1",1,3,0,3.5,0,0
"1601","SWE",1999.25,1999,"Q2",1,3,0,3.25,0,0
"1602","SWE",1999.5,1999,"Q3",1,3,0,3,0,0
"1603","SWE",1999.75,1999,"Q4",1,3,0,2.75,0,0
"1604","SWE",2000,2000,"Q1",1,3,0,2.5,0,0
"1605","SWE",2000.25,2000,"Q2",1,3,0,2.25,0,0
"1606","SWE",2000.5,2000,"Q3",1,3,0,2,0,0
"1607","SWE",2000.75,2000,"Q4",1,3,0,1.75,0,0
"1608","SWE",2001,2001,"Q1",1,3,0,1.5,0,0
"1609","SWE",2001.25,2001,"Q2",1,3,0,1.25,0,0
"1610","SWE",2001.5,2001,"Q3",1,3,0,1,0,0
"1611","SWE",2001.75,2001,"Q4",1,3,0,0.75,0,0
"1612","SWE",2002,2002,"Q1",1,3,0,0.5,0,0
"1613","SWE",2002.25,2002,"Q2",1,3,0,0.25,0,0
"1614","SWE",2002.5,2002,"Q3",1,3,0.468783,4,0,1
"1615","SWE",2002.75,2002,"Q4",1,3,0.468783,3.75,0,0
"1616","SWE",2003,2003,"Q1",1,3,0.468783,3.5,0,0
"1617","SWE",2003.25,2003,"Q2",1,3,0.468783,3.25,0,0
"1618","SWE",2003.5,2003,"Q3",1,3,0.468783,3,0,0
"1619","SWE",2003.75,2003,"Q4",1,3,0.468783,2.75,0,0
"1620","SWE",2004,2004,"Q1",1,3,0.468783,2.5,0,0
"1621","SWE",2004.25,2004,"Q2",1,3,0.468783,2.25,0,0
"1622","SWE",2004.5,2004,"Q3",1,3,0.468783,2,0,0
"1623","SWE",2004.75,2004,"Q4",1,3,0.468783,1.75,0,0
"1624","SWE",2005,2005,"Q1",1,3,0.468783,1.5,0,0
"1625","SWE",2005.25,2005,"Q2",1,3,0.468783,1.25,0,0
"1626","SWE",2005.5,2005,"Q3",1,3,0.468783,1,0,0
"1627","SWE",2005.75,2005,"Q4",1,3,0.468783,0.75,0,0
"1628","SWE",2006,2006,"Q1",1,3,0.468783,0.5,0,0
"1629","SWE",2006.25,2006,"Q2",1,3,0.468783,0.25,0,0
"1630","SWE",2006.5,2006,"Q3",0,1,0.401102,4,0,1
"1631","SWE",2006.75,2006,"Q4",0,1,0.401102,3.75,0,0
"1632","SWE",2007,2007,"Q1",0,1,0.401102,3.5,0,0
"1633","SWE",2007.25,2007,"Q2",0,1,0.401102,3.25,0,0
"1634","SWE",2007.5,2007,"Q3",0,1,0.401102,3,0,0
"1635","SWE",2007.75,2007,"Q4",0,1,0.401102,2.75,0,0
"1636","SWE",2008,2008,"Q1",0,1,0.401102,2.5,0,0
"1637","SWE",2008.25,2008,"Q2",0,1,0.401102,2.25,0,0
"1638","SWE",2008.5,2008,"Q3",0,1,0.401102,2,0,0
"1639","SWE",2008.75,2008,"Q4",0,1,0.401102,1.75,0,0
"1640","SWE",2009,2009,"Q1",0,1,0.401102,1.5,0,0
"1641","SWE",2009.25,2009,"Q2",0,1,0.401102,1.25,0,0
"1642","SWE",2009.5,2009,"Q3",0,1,0.401102,1,0,0
"1643","SWE",2009.75,2009,"Q4",0,1,0.401102,0.75,0,0
"1644","SWE",2010,2010,"Q1",0,1,0.401102,0.5,0,0
"1645","SWE",2010.25,2010,"Q2",0,1,0.401102,0.25,0,0
"1646","SWE",2010.5,2010,"Q3",0,3,0.637148,4,0,1
"1647","SWE",2010.75,2010,"Q4",0,3,0.637148,3.75,0,0
"1648","SWE",2011,2011,"Q1",0,3,0.637148,3.5,0,0
"1649","SWE",2011.25,2011,"Q2",0,3,0.637148,3.25,0,0
"1650","SWE",2011.5,2011,"Q3",0,3,0.637148,3,0,0
"1651","SWE",2011.75,2011,"Q4",0,3,0.637148,2.75,0,0
"1652","SWE",2012,2012,"Q1",0,3,0.637148,2.5,0,0
"1653","SWE",2012.25,2012,"Q2",0,3,0.637148,2.25,0,0
"1654","SWE",2012.5,2012,"Q3",0,3,0.637148,2,0,0
"1655","SWE",2012.75,2012,"Q4",0,3,0.637148,1.75,0,0
"1656","USA",1988.75,1988,"Q4",0,1,0,4,0,1
"1657","USA",1989,1989,"Q1",0,1,0,3.75,0,0
"1658","USA",1989.25,1989,"Q2",0,1,0,3.5,0,0
"1659","USA",1989.5,1989,"Q3",0,1,0,3.25,0,0
"1660","USA",1989.75,1989,"Q4",0,1,0,3,0,0
"1661","USA",1990,1990,"Q1",0,1,0,2.75,0,0
"1662","USA",1990.25,1990,"Q2",0,1,0,2.5,0,0
"1663","USA",1990.5,1990,"Q3",0,1,0,2.25,0,0
"1664","USA",1990.75,1990,"Q4",0,1,0,2,0,0
"1665","USA",1991,1991,"Q1",0,1,0,1.75,0,0
"1666","USA",1991.25,1991,"Q2",0,1,0,1.5,0,0
"1667","USA",1991.5,1991,"Q3",0,1,0,1.25,0,0
"1668","USA",1991.75,1991,"Q4",0,1,0,1,0,0
"1669","USA",1992,1992,"Q1",0,1,0,0.75,0,0
"1670","USA",1992.25,1992,"Q2",0,1,0,0.5,0,0
"1671","USA",1992.5,1992,"Q3",0,1,0,0.25,0,0
"1672","USA",1992.75,1992,"Q4",1,3,0,4,0,1
"1673","USA",1993,1993,"Q1",1,3,0,3.75,0,0
"1674","USA",1993.25,1993,"Q2",1,3,0,3.5,0,0
"1675","USA",1993.5,1993,"Q3",1,3,0,3.25,0,0
"1676","USA",1993.75,1993,"Q4",1,3,0,3,0,0
"1677","USA",1994,1994,"Q1",1,3,0,2.75,0,0
"1678","USA",1994.25,1994,"Q2",1,3,0,2.5,0,0
"1679","USA",1994.5,1994,"Q3",1,3,0,2.25,0,0
"1680","USA",1994.75,1994,"Q4",1,3,0,2,0,0
"1681","USA",1995,1995,"Q1",1,3,0,1.75,0,0
"1682","USA",1995.25,1995,"Q2",1,3,0,1.5,0,0
"1683","USA",1995.5,1995,"Q3",1,3,0,1.25,0,0
"1684","USA",1995.75,1995,"Q4",1,3,0,1,0,0
"1685","USA",1996,1996,"Q1",1,3,0,0.75,0,0
"1686","USA",1996.25,1996,"Q2",1,3,0,0.5,0,0
"1687","USA",1996.5,1996,"Q3",1,3,0,0.25,0,0
"1688","USA",1996.75,1996,"Q4",1,3,0,4,0,1
"1689","USA",1997,1997,"Q1",1,3,0,3.75,0,0
"1690","USA",1997.25,1997,"Q2",1,3,0,3.5,0,0
"1691","USA",1997.5,1997,"Q3",1,3,0,3.25,0,0
"1692","USA",1997.75,1997,"Q4",1,3,0,3,0,0
"1693","USA",1998,1998,"Q1",1,3,0,2.75,0,0
"1694","USA",1998.25,1998,"Q2",1,3,0,2.5,0,0
"1695","USA",1998.5,1998,"Q3",1,3,0,2.25,0,0
"1696","USA",1998.75,1998,"Q4",1,3,0,2,0,0
"1697","USA",1999,1999,"Q1",1,3,0,1.75,0,0
"1698","USA",1999.25,1999,"Q2",1,3,0,1.5,0,0
"1699","USA",1999.5,1999,"Q3",1,3,0,1.25,0,0
"1700","USA",1999.75,1999,"Q4",1,3,0,1,0,0
"1701","USA",2000,2000,"Q1",1,3,0,0.75,0,0
"1702","USA",2000.25,2000,"Q2",1,3,0,0.5,0,0
"1703","USA",2000.5,2000,"Q3",1,3,0,0.25,0,0
"1704","USA",2000.75,2000,"Q4",0,1,0,4,0,1
"1705","USA",2001,2001,"Q1",0,1,0,3.75,0,0
"1706","USA",2001.25,2001,"Q2",0,1,0,3.5,0,0
"1707","USA",2001.5,2001,"Q3",0,1,0,3.25,0,0
"1708","USA",2001.75,2001,"Q4",0,1,0,3,0,0
"1709","USA",2002,2002,"Q1",0,1,0,2.75,0,0
"1710","USA",2002.25,2002,"Q2",0,1,0,2.5,0,0
"1711","USA",2002.5,2002,"Q3",0,1,0,2.25,0,0
"1712","USA",2002.75,2002,"Q4",0,1,0,2,0,0
"1713","USA",2003,2003,"Q1",0,1,0,1.75,0,0
"1714","USA",2003.25,2003,"Q2",0,1,0,1.5,0,0
"1715","USA",2003.5,2003,"Q3",0,1,0,1.25,0,0
"1716","USA",2003.75,2003,"Q4",0,1,0,1,0,0
"1717","USA",2004,2004,"Q1",0,1,0,0.75,0,0
"1718","USA",2004.25,2004,"Q2",0,1,0,0.5,0,0
"1719","USA",2004.5,2004,"Q3",0,1,0,0.25,0,0
"1720","USA",2004.75,2004,"Q4",0,1,0,4,0,1
"1721","USA",2005,2005,"Q1",0,1,0,3.75,0,0
"1722","USA",2005.25,2005,"Q2",0,1,0,3.5,0,0
"1723","USA",2005.5,2005,"Q3",0,1,0,3.25,0,0
"1724","USA",2005.75,2005,"Q4",0,1,0,3,0,0
"1725","USA",2006,2006,"Q1",0,1,0,2.75,0,0
"1726","USA",2006.25,2006,"Q2",0,1,0,2.5,0,0
"1727","USA",2006.5,2006,"Q3",0,1,0,2.25,0,0
"1728","USA",2006.75,2006,"Q4",0,1,0,2,0,0
"1729","USA",2007,2007,"Q1",0,1,0,1.75,0,0
"1730","USA",2007.25,2007,"Q2",0,1,0,1.5,0,0
"1731","USA",2007.5,2007,"Q3",0,1,0,1.25,0,0
"1732","USA",2007.75,2007,"Q4",0,1,0,1,0,0
"1733","USA",2008,2008,"Q1",0,1,0,0.75,0,0
"1734","USA",2008.25,2008,"Q2",0,1,0,0.5,0,0
"1735","USA",2008.5,2008,"Q3",0,1,0,0.25,0,0
"1736","USA",2008.75,2008,"Q4",1,3,0,4,0,1
"1737","USA",2009,2009,"Q1",1,3,0,3.75,0,0
"1738","USA",2009.25,2009,"Q2",1,3,0,3.5,0,0
"1739","USA",2009.5,2009,"Q3",1,3,0,3.25,0,0
"1740","USA",2009.75,2009,"Q4",1,3,0,3,0,0
"1741","USA",2010,2010,"Q1",1,3,0,2.75,0,0
"1742","USA",2010.25,2010,"Q2",1,3,0,2.5,0,0
"1743","USA",2010.5,2010,"Q3",1,3,0,2.25,0,0
"1744","USA",2010.75,2010,"Q4",1,3,0,2,0,0
"1745","USA",2011,2011,"Q1",1,3,0,1.75,0,0
"1746","USA",2011.25,2011,"Q2",1,3,0,1.5,0,0
"1747","USA",2011.5,2011,"Q3",1,3,0,1.25,0,0
"1748","USA",2011.75,2011,"Q4",1,3,0,1,0,0
"1749","USA",2012,2012,"Q1",1,3,0,0.75,0,0
"1750","USA",2012.25,2012,"Q2",1,3,0,0.5,0,0
"1751","USA",2012.5,2012,"Q3",1,3,0,0.25,0,0
"1752","USA",2012.75,2012,"Q4",1,3,0,4,0,1
